Site_ID,Lat,Long,SITE_NAME,Site_Selection,Project_Name
11-TOWR-0.4,43.4725336,-74.22941834,Towers Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-TWNS-0.2,43.32083,-73.84111,Towns Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-TWNS-1.1,43.32997,-73.83,Towns Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-267.8,43.70090718,-73.98206737,Upper Hudson River,Targeted,RIBS Routine
11-UHUD-273.0,43.74528,-74.05833,Upper Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-284.9,43.82417,-74.19028,Upper Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-286.0,43.82667,-74.19888,Upper Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-286.0,43.82653226,-74.19937785,Upper Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-296.7,43.96887231,-74.1158469,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-313.2,44.08001459,-74.05374421,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-UHUD-64.0,43.24861,-73.8325,Upper Hudson River,Targeted,RIBS Routine
11-UHUD-98.3,43.66167,-73.89861,Upper Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-WACK-3.8,43.91861,-74.02194,Vanderwhacker Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-WALDK-0.6,43.8534,-73.71579,Wilson Brook,Non-Targeted / Targeted,RIBS Screening / RAS
11-WLFC-0.9,43.35730083,-73.87830326,Wolf Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WLFC-0.9,43.357,-73.878,Wolf Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WOPO-0.6,44.03028,-74.25361,Wolf Pond Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN-0.1,43.254722,-74.22361,West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN-0.2,43.25306,-74.22471,West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN-9.5,43.184192,-74.336666,West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN_N-3.5,43.24222,-74.33194,North Branch West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN_N-4.6,43.2522009,-74.32859997,North Branch West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-WSTN_N-4.6,43.252,-74.329,North Branch West Stony Creek,Non-Targeted / Targeted,RIBS Screening / RAS
11-XCR-1.9,43.85583,-74.22277,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XCR-14.9,43.78305,-74.33194,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XCR-20.6,43.77945,-74.4236,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XCR-25.6,43.72722,-74.47166,Cedar River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XHR-273.0,43.74445,-74.05833,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XHR-277.0,43.79722,-74.05,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XHR-282.3,43.81944,-74.13834,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XHR-285.0,43.82361,-74.19195,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XHR-286.6,43.83417,-74.19582,Hudson River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XIR-0.1,43.8225,-74.19444,Indian River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XIR-1.2,43.81306,-74.21028,Indian River,Non-Targeted / Targeted,RIBS Screening / RAS
11-XIR-2.7,43.79861,-74.22945,Indian River,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS_42-0.2,43.22194,-74.53667,Unnamed Tributary To Canada Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS_46-1.3,43.41444,-74.72277,Unnamed Tributary To Wilmurt Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS_50-0.5,43.1675,-74.49445,Unnamed Tributary To Canada Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS_51-0.1,43.38417,-74.93472,Unnamed Tributary To Mad Tom Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS11_124-1.7,43.41408,-74.72326,Unnamed Tributary To Wilmurt Lake Outlet,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS11_224-0.4,43.16624,-74.49461,Unnamed Tributary To Canada Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS11_233-0.3,43.38652,-74.93326,Unnamed Tributary To Mad Tom Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-ADKS11_41-0.8,43.22274,-74.53584,Unnamed Tributary To Canada Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-ASHC-2.8,43.31827,-74.97597,Ash Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-AYER-0.8,43.19083,-74.68056,Ayers Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-BIGW-0.1,43.43743,-74.8309,Big Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-BLCR-17.0,43.268501,-74.804199,Black Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-BLCR-19.3,43.26541,-74.778108,Black Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANE-18.1,43.18,-74.69639,East Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANE-25.3,43.25722,-74.65444,East Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANE-30.6,43.30972,-74.65417,East Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW-41.1,43.35444,-74.99805,West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW-46.3,43.3745,-74.906799,West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW-50.2,43.39556,-74.86,West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW-52.8,43.4238,-74.83595,West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW-72.3,43.366,-74.958,West Canada,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW_S-6.3,43.39944,-74.74055,South Branch West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-CANW_T69-1.1,43.382669,-74.900615,Unnamed Tributary T69 to West Canada Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-FOUR-1.2,43.366,-74.89269,Fourmile Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-HONN-0.3,43.47083,-74.77194,Honnedaga Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-KRES-0.7,43.36333,-75.05333,Kreskern Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-LECAR-0.0,43.12884,-74.48139,East Caroga Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-METC-2.6,43.462399,-74.723198,Metcalf Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-MLLK-2.5,43.27278,-74.92889,Mill Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-MLLK_N-1.9,43.28583,-74.9186,North Branch Mill Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-MOUN-3.4,43.30528,-74.94278,Mounts Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-NRCK-1.2,43.23139,-74.65971,North Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-PELA-2.2,43.1257,-74.4435,Unanamed Tributary To Peck Lake,Non-Targeted / Targeted,RIBS Screening / RAS
12-SPCK_T15_6-0.2,43.22719,-74.786903,Unnamed Tributary of Tributary T15_6 to Spruce Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-SPRK-0.6,43.13055,-74.72304,Sprite Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-SPRK-5.3,43.130203,-74.649373,Sprite Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-STBR-1.0,43.278951,-74.774874,Stony Brook,Non-Targeted / Targeted,RIBS Screening / RAS
12-TRAM-0.6,43.18833,-74.70834,Trammel Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-TWES-0.5,43.1586,-74.48709,Unnamed Tributary To Canada/west Lakes,Non-Targeted / Targeted,RIBS Screening / RAS
12-WHIY-73.4,43.595501,-74.573502,Whitney Creek,Non-Targeted / Targeted,RIBS Screening / RAS
12-WINF-0.6,43.24,-74.684,Windfall Creek,Non-Targeted / Targeted,RIBS Screening / RAS
