"site_no","AP","SAMPLE_DATE","CHARACTERISTIC_NAME","RSLT_RESULT_VALUE","RSLT_RESULT_UNIT","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_Y_COORDINATE","LOCATION_X_COORDINATE"
"10-SABL-14.6","Y","2017-06-12 10:00","CHLORIDE",11.3,"mg/l","B",44.464375,-73.575255
"10-SABL-14.6","Y","2019-10-24 13:00","CHLORIDE",5.1,"mg/l","B",44.464375,-73.575255
"10-SABL-14.6","Y","2019-04-17 13:00","CHLORIDE",5.91,"mg/l","B",44.464375,-73.575255
"10-SABL-14.6","Y","2017-08-17 10:00","CHLORIDE",17.7,"mg/l","B",44.464375,-73.575255
"10-SABL-14.6","Y","2019-06-11 13:00","CHLORIDE",11.6,"mg/l","B",44.464375,-73.575255
"10-SABL-2.2","Y","2009-09-16 11:00","CHLORIDE",21.5,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-08-26 10:30","CHLORIDE",16.1,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-10-28 11:00","CHLORIDE",8.3,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-05-27 8:15","CHLORIDE",15.2,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-04-16 10:15","CHLORIDE",14.8,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-05-06","CHLORIDE",9.3,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-08-05 0:30","CHLORIDE",11.3,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-07-08 13:40","CHLORIDE",13.5,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-10-06 10:25","CHLORIDE",8.5,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2009-06-16 10:55","CHLORIDE",8.3,"mg/l","B",44.55889,-73.44917
"10-SABL-2.2","Y","2018-07-17 20:30","CHLORIDE",24.8,"mg/l","B",44.55889,-73.44917
"10-SABL-7.6","Y","2018-07-17 19:30","CHLORIDE",24.5,"mg/l","B",44.504102,-73.481615
"10-SABL_E-1.9","Y","2018-07-18 13:00","CHLORIDE",2.47,"mg/l","B",44.41817,-73.67925
"10-SABL_E-13.5","Y","2018-07-18 12:30","CHLORIDE",24.3,"mg/l","A",44.298624,-73.79453
"10-SABL_E-17.2","Y","2018-07-18 13:30","CHLORIDE",13.8,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-04-24 9:45","CHLORIDE",3.7,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-06-03 13:30","CHLORIDE",6.5,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-06-19 9:30","CHLORIDE",6.9,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-05-07 14:00","CHLORIDE",2.5,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-05-14 9:00","CHLORIDE",3.2,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-07-06 14:00","CHLORIDE",4.2,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-09-23 10:20","CHLORIDE",11.2,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-06-26 14:00","CHLORIDE",6.8,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-08-25 14:00","CHLORIDE",5.4,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-09-15 14:00","CHLORIDE",11.5,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-04-16 13:30","CHLORIDE",6.2,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-10-09 13:00","CHLORIDE",2.1,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-10-29 9:30","CHLORIDE",4.1,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-08-06 14:00","CHLORIDE",7.1,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2014-08-07 13:10","CHLORIDE",6.6,"mg/l","A",44.25583,-73.79511
"10-SABL_E-17.2","Y","2009-10-28 13:00","CHLORIDE",3.5,"mg/l","A",44.25583,-73.79511
"10-SABL_E-22.9","Y","2018-07-18 17:00","CHLORIDE",11.8,"mg/l","A",44.188551,-73.78397
"10-SABL_E-5.8","Y","2018-07-18 13:45","CHLORIDE",23.6,"mg/l","B",44.377233,-73.71493
"10-SABL_E-7.6","Y","2018-07-18 14:30","CHLORIDE",23.7,"mg/l","B",44.366064,-73.73314
"10-SABL_W-10.3","Y","2018-10-31 14:00","CHLORIDE",14.4,"mg/l","B",44.388731,-73.8178
"10-SABL_W-12.9","Y","2018-10-31 17:00","CHLORIDE",12.5,"mg/l","B",44.365,-73.84389
"10-SABL_W-15.1","Y","2018-10-31 17:30","CHLORIDE",12.1,"mg/l","B",44.347661,-73.878711
"10-SABL_W-18.6","Y","2018-10-31 18:15","CHLORIDE",11.7,"mg/l","B",44.312591,-73.91477
"10-SABL_W-20.7","Y","2018-10-31 19:45","CHLORIDE",10.9,"mg/l","B",44.29944,-73.93027
"10-SABL_W-25.6","Y","2004-05-03 7:00","CHLORIDE",1.9,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2018-07-18 19:00","CHLORIDE",17.3,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-11-09 9:00","CHLORIDE",5.52,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-05-26 8:00","CHLORIDE",1.89,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-09-07 9:00","CHLORIDE",8.22,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-09-27 8:00","CHLORIDE",11.5,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-10-18 8:00","CHLORIDE",9.7,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-06-14 7:00","CHLORIDE",6.79,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-08-10 8:00","CHLORIDE",9.42,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-07-12 7:00","CHLORIDE",10.1,"mg/l","B",44.25722,-73.9625
"10-SABL_W-25.6","Y","2004-04-12 7:00","CHLORIDE",7.93,"mg/l","B",44.25722,-73.9625
"10-SABL_W_T13-0.1","Y","2018-10-31 15:00","CHLORIDE",0.48,"mg/l","B",44.382641,-73.82927
"10-SABL_W_T13-0.2","Y","2018-10-31 15:30","CHLORIDE",5.23,"mg/l","B",44.383231,-73.83041
"10-SABL_W_T14-0.2","Y","2018-10-31 16:00","CHLORIDE",2.41,"mg/l","B",44.372134,-73.83521
"10-SABL_W_T14-0.3","Y","2018-10-31 16:30","CHLORIDE",0.29,"mg/l","B",44.372709,-73.836691
"10-SABL_W_T26-0.1","Y","2018-10-31 19:00","CHLORIDE",0.36,"mg/l","B",44.312151,-73.914701
"10-SABL_W_T26-0.2","Y","2018-10-31 19:15","CHLORIDE",0.69,"mg/l","B",44.312082,-73.914339
"10-SABL_W_T27-0.1","Y","2018-11-01 13:15","CHLORIDE",0.81,"mg/l","B",44.304024,-73.92061
"10-SABL_W_T27-0.2","Y","2018-11-01 13:00","CHLORIDE",0.37,"mg/l","B",44.302894,-73.920409
"10-SAMN-4.2","N","2018-07-17 20:00","CHLORIDE",11.8,"mg/l","B",44.64056,-73.49499
"10-SARA-0.4","N","2018-06-19 18:00","CHLORIDE",11.6,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2018-04-18 18:00","CHLORIDE",12.3,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2019-08-12 17:00","CHLORIDE",13.4,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2017-08-17 14:00","CHLORIDE",10.3,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2019-06-11 16:45","CHLORIDE",10.7,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2017-06-12 14:00","CHLORIDE",10.5,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2019-04-17 17:00","CHLORIDE",8.42,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2017-10-19 14:00","CHLORIDE",12.8,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2018-08-14 17:00","CHLORIDE",15.2,"mg/l","B",44.697538,-73.45085
"10-SARA-0.4","N","2018-10-16 19:00","CHLORIDE",12.9,"mg/l","B",44.697538,-73.45085
"10-SARA-0.9","N","2009-09-16 13:00","CHLORIDE",11.8,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-04-13 11:00","CHLORIDE",9.73,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-05-03 11:00","CHLORIDE",8.67,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-06-16 0:55","CHLORIDE",10.3,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-08-26 0:10","CHLORIDE",11.5,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-06-14 12:00","CHLORIDE",9.14,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-09-27 12:00","CHLORIDE",10.3,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-07-13 13:00","CHLORIDE",9.79,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-05-26 11:30","CHLORIDE",9.3,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-04-16 9:15","CHLORIDE",8.9,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-09-07 13:00","CHLORIDE",11,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-10-18 13:00","CHLORIDE",10.4,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-05-06 9:30","CHLORIDE",10.4,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-05-25 12:00","CHLORIDE",9.55,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-10-06 0:30","CHLORIDE",11.1,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2004-11-09 12:00","CHLORIDE",10.6,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2009-08-05 11:30","CHLORIDE",11.1,"mg/l","B",44.69194,-73.45332
"10-SARA-0.9","N","2018-07-17 18:45","CHLORIDE",14.1,"mg/l","B",44.69194,-73.45332
"10-SARA-8.5","N","2018-07-17 20:45","CHLORIDE",12.1,"mg/l","B",44.69667,-73.55278
"10-SHDD-0.2","N","2018-07-17 15:00","CHLORIDE",29.2,"mg/l","B",44.954107,-73.56396
"10-SMIB-0.5","Y","2018-07-19 15:00","CHLORIDE",81.9,"mg/l","A",43.482507,-73.694585
"10-SOUL-1.0","Y","2018-07-17 17:30","CHLORIDE",2.6,"mg/l","A",44.70483,-73.819709
"10-TRAE-4.5","N","2018-07-17 17:40","CHLORIDE",18.2,"mg/l","B",44.855734,-73.489449
"10-TWOB-1.3","Y","2009-10-26 9:10","CHLORIDE",1,"","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-09-14 8:45","CHLORIDE",16.6,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-08-25 8:40","CHLORIDE",16.7,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2018-07-18 16:30","CHLORIDE",17.4,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-04-14 8:45","CHLORIDE",12.7,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-05-27 11:15","CHLORIDE",17,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-10-05 8:50","CHLORIDE",15.2,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-05-04 8:30","CHLORIDE",13.2,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-08-04 10:00","CHLORIDE",16.5,"mg/l","B",44.40855,-74.08426
"10-TWOB-1.3","Y","2009-06-15 8:15","CHLORIDE",13.7,"mg/l","B",44.40855,-74.08426
"10-TWOB-3.6","Y","2018-07-18 17:15","CHLORIDE",22.4,"mg/l","B",44.4123,-74.1113
"10-WESB-1.4","Y","2018-07-18 12:45","CHLORIDE",0.1,"mg/l","B",44.59305,-73.9868
"10-WSBR-0.2","Y","2004-10-21 9:00","CHLORIDE",63.9,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-11-10 9:00","CHLORIDE",67.8,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-06-17 10:00","CHLORIDE",49.4,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-07-15 10:00","CHLORIDE",29.1,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-09-10 10:00","CHLORIDE",23.6,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-05-26 10:00","CHLORIDE",22.3,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-08-11 10:00","CHLORIDE",58.3,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2018-07-19 16:00","CHLORIDE",77.2,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-09-30 10:00","CHLORIDE",60,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-04-14 8:00","CHLORIDE",26.6,"mg/l","A",43.41833,-73.71083
"10-WSBR-0.2","Y","2004-05-06 11:00","CHLORIDE",47.5,"mg/l","A",43.41833,-73.71083
"11-ANTH-0.8","N","2002-05-22 8:00","CHLORIDE",63.7,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-10-10 11:30","CHLORIDE",96.2,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-07-09 10:00","CHLORIDE",85.6,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-09-23 11:00","CHLORIDE",60.8,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-10-29 8:00","CHLORIDE",69.3,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-04-29 10:00","CHLORIDE",62.4,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-11-05 10:00","CHLORIDE",86.2,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-06-20 11:15","CHLORIDE",84.5,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-08-06 13:00","CHLORIDE",140,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-09-04 10:00","CHLORIDE",125,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-09-17 11:30","CHLORIDE",167,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-04-09 12:00","CHLORIDE",93.8,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-07-17 11:30","CHLORIDE",90.5,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-06-11 10:00","CHLORIDE",58.7,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-10-15 10:00","CHLORIDE",95.7,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-04-08 10:00","CHLORIDE",76.2,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2002-08-14 10:00","CHLORIDE",134,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-05-29 12:30","CHLORIDE",71.9,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-05-08 10:10","CHLORIDE",57.6,"mg/l","B",42.909168,-73.689163
"11-ANTH-0.8","N","2012-04-24 9:45","CHLORIDE",36.2,"mg/l","B",42.909168,-73.689163
"11-BATT-10.2","N","2012-08-06 10:30","CHLORIDE",13.2,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-06-20 9:30","CHLORIDE",10.6,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-07-09 10:30","CHLORIDE",12.9,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-05-29 10:00","CHLORIDE",9.3,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-11-05 9:30","CHLORIDE",10.7,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-10-29 10:45","CHLORIDE",9.4,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-10-15 10:30","CHLORIDE",11.2,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-04-30 11:30","CHLORIDE",6.73,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-10-10 10:00","CHLORIDE",9.3,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-05-07 11:00","CHLORIDE",7.6,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-04-23 11:30","CHLORIDE",6,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-06-11 10:45","CHLORIDE",10.6,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-09-18 9:30","CHLORIDE",14.4,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-09-24 11:00","CHLORIDE",19,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-07-17 9:45","CHLORIDE",12.5,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-05-22 12:00","CHLORIDE",6.21,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-09-04 10:30","CHLORIDE",14.2,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2012-04-09 9:45","CHLORIDE",9.4,"mg/l","B",43.09833,-73.45694
"11-BATT-10.2","N","2007-08-14 10:30","CHLORIDE",13.9,"mg/l","B",43.09833,-73.45694
"11-CHST-2.5","Y","2012-10-29 12:02","CHLORIDE",12.4,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-05-08 10:30","CHLORIDE",12.9,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-07-17 11:45","CHLORIDE",21.6,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-09-19 10:57","CHLORIDE",13.3,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-08-07 11:26","CHLORIDE",22.2,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-06-19 3:00","CHLORIDE",16.8,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-04-23 12:00","CHLORIDE",10,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-10-10 10:56","CHLORIDE",16.7,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-05-30 9:24","CHLORIDE",12.7,"mg/l","B",43.656,-73.801
"11-CHST-2.5","Y","2012-04-11 10:00","CHLORIDE",11.7,"mg/l","B",43.656,-73.801
"11-DWAS-2.8","N","2002-04-08 11:00","CHLORIDE",99.9,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-09-23 10:00","CHLORIDE",88.2,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-09-04 9:00","CHLORIDE",146,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-04-29 9:00","CHLORIDE",55.2,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-07-09 9:00","CHLORIDE",140,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-08-14 9:00","CHLORIDE",147,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-10-15 9:00","CHLORIDE",142,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-06-11 9:00","CHLORIDE",93.6,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-05-22 9:00","CHLORIDE",75.2,"mg/l","B",42.89972,-73.77306
"11-DWAS-2.8","N","2002-11-05 9:00","CHLORIDE",147,"mg/l","B",42.89972,-73.77306
"11-FISC-3.8","N","2002-05-01 11:00","CHLORIDE",43.4,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-10-17 14:00","CHLORIDE",44,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-06-11 10:00","CHLORIDE",39,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-05-20 10:00","CHLORIDE",41.3,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-09-24 12:00","CHLORIDE",45.7,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-11-05 11:00","CHLORIDE",45.2,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-09-04 10:00","CHLORIDE",44.3,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-04-08 9:00","CHLORIDE",45.1,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-07-10 11:00","CHLORIDE",41.7,"mg/l","B",43.08709,-73.592115
"11-FISC-3.8","N","2002-08-15 12:00","CHLORIDE",43,"mg/l","B",43.08709,-73.592115
"11-FISC-6.6","N","2012-04-23 10:45","CHLORIDE",29.3,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-08-06 12:00","CHLORIDE",46.7,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-07-16 11:00","CHLORIDE",46,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-10-29 9:30","CHLORIDE",45.3,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-06-19 10:30","CHLORIDE",43.1,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-05-29 11:15","CHLORIDE",42.2,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-04-09 11:00","CHLORIDE",45.9,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-10-09 11:00","CHLORIDE",48.3,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-09-18 11:00","CHLORIDE",47.8,"mg/l","B",43.095001,-73.613052
"11-FISC-6.6","N","2012-05-08 6:50","CHLORIDE",43,"mg/l","B",43.095001,-73.613052
"11-HOOS-20.8","N","2007-11-05 9:00","CHLORIDE",19.4,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-08-14 9:00","CHLORIDE",27.7,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2018-10-18 15:00","CHLORIDE",16.2,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2017-10-16 12:00","CHLORIDE",32.2,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-06-11 9:00","CHLORIDE",19.4,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-09-24 10:00","CHLORIDE",34.9,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2019-04-15 15:00","CHLORIDE",9,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2019-10-24 15:00","CHLORIDE",20.4,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-05-22 10:00","CHLORIDE",11.3,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2019-08-12 15:00","CHLORIDE",31.1,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-09-04 9:00","CHLORIDE",33.4,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2018-08-16 15:00","CHLORIDE",19.4,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-07-09 9:30","CHLORIDE",25.8,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2018-04-16 15:00","CHLORIDE",17.7,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2018-06-11 15:00","CHLORIDE",32,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-10-15 9:30","CHLORIDE",20.9,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2019-06-12 15:00","CHLORIDE",16.3,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2017-08-21 11:00","CHLORIDE",26.2,"mg/l","B",42.95139,-73.39111
"11-HOOS-20.8","N","2007-04-30 9:00","CHLORIDE",63.9,"mg/l","B",42.95139,-73.39111
"11-HOOS-32.8","N","2002-06-12 11:00","CHLORIDE",20.8,"mg/l","B",42.82639,-73.32249
"11-HOOS-32.8","N","2002-04-30 11:00","CHLORIDE",16.4,"mg/l","B",42.82639,-73.32249
"11-HOOS-32.8","N","2002-09-25 9:00","CHLORIDE",26.3,"mg/l","B",42.82639,-73.32249
"11-HOOS-32.8","N","2002-08-13 9:00","CHLORIDE",35.6,"mg/l","B",42.82639,-73.32249
"11-HOOS-32.8","N","2002-11-04 10:00","CHLORIDE",23.2,"mg/l","B",42.82639,-73.32249
"11-KAYD-9.1","N","2002-04-08 8:00","CHLORIDE",34.4,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-07-09 8:00","CHLORIDE",40.1,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-10-15 9:00","CHLORIDE",35.1,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-05-22 10:00","CHLORIDE",29.4,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-11-05 8:00","CHLORIDE",37.3,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-09-23 9:00","CHLORIDE",26.3,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-09-03 16:00","CHLORIDE",40.4,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-04-29 8:00","CHLORIDE",29.5,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-08-14 9:00","CHLORIDE",45,"mg/l","B",43.00833,-73.84471
"11-KAYD-9.1","N","2002-06-11 8:00","CHLORIDE",36.9,"mg/l","B",43.00833,-73.84471
"11-LHOO-0.1","N","2012-04-09 8:30","CHLORIDE",13.4,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2002-06-12 10:00","CHLORIDE",14.3,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2002-09-25 10:00","CHLORIDE",25.3,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-07-17 8:15","CHLORIDE",19.6,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-09-18 8:30","CHLORIDE",22.8,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-04-24 8:00","CHLORIDE",11.1,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-05-29 8:50","CHLORIDE",13.4,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-05-08 9:00","CHLORIDE",9.9,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2002-04-30 10:00","CHLORIDE",16.3,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-08-06 9:00","CHLORIDE",19.9,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2002-11-04 11:00","CHLORIDE",16.7,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2002-08-13 10:00","CHLORIDE",31,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-10-10 8:00","CHLORIDE",20.6,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-06-20 8:15","CHLORIDE",15.7,"mg/l","B",42.8225,-73.32667
"11-LHOO-0.1","N","2012-10-29 12:00","CHLORIDE",15.5,"mg/l","B",42.8225,-73.32667
