OBJECTID,site_id,BASIN,ECO_REGION,HUC6_NAME,sample_date,chemical_name,result_value,result_unit,adj_result_value,Lat,Long,Eco_Region_Lvl_III,Class_A
4227,10-GCHZ-27.4,10,7,Lake Champlain-Richelieu River,2014-05-13 10:00,chloride (as cl),8.2,mg/l,8.2,44.91285,-73.6395,,F
4228,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-08-04 11:40,chloride (as cl),10.9,mg/l,10.9,44.88889,-73.64528,,F
4229,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-06-15 10:00,chloride (as cl),11,mg/l,11,44.88889,-73.64528,,F
4230,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-08-25 10:30,chloride (as cl),11.3,mg/l,11.3,44.88889,-73.64528,,F
4231,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-09-14 10:25,chloride (as cl),12,mg/l,12,44.88889,-73.64528,,F
4232,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-10-05 11:15,chloride (as cl),14.6,mg/l,14.6,44.88889,-73.64528,,F
4233,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-05-04 10:30,chloride (as cl),10.3,mg/l,10.3,44.88889,-73.64528,,F
4234,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-10-26 10:50,chloride (as cl),11,mg/l,11,44.88889,-73.64528,,F
4235,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-05-26 13:15,chloride (as cl),10.7,mg/l,10.7,44.88889,-73.64528,,F
4236,10-GCHZ-29.4,10,7,Lake Champlain-Richelieu River,2009-04-14 10:45,chloride (as cl),10.3,mg/l,10.3,44.88889,-73.64528,,F
4237,10-GCHZ-33.1,10,8,Lake Champlain-Richelieu River,2018-07-17 17:00,chloride (as cl),,mg/l,0.1,44.864381,-73.693774,,F
4238,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-05-04 9:00,chloride (as cl),13.7,mg/l,13.7,44.9867,-73.4456,,F
4239,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-10-19 11:00,chloride (as cl),17.1,mg/l,17.1,44.9867,-73.4456,,F
4240,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-08-11 10:00,chloride (as cl),11.3,mg/l,11.3,44.9867,-73.4456,,F
4241,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-07-13 10:00,chloride (as cl),15.6,mg/l,15.6,44.9867,-73.4456,,F
4242,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-09-09 11:00,chloride (as cl),22.2,mg/l,22.2,44.9867,-73.4456,,F
4243,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-06-15 8:00,chloride (as cl),15.5,mg/l,15.5,44.9867,-73.4456,,F
4244,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-05-27 9:00,chloride (as cl),11.9,mg/l,11.9,44.9867,-73.4456,,F
4245,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-04-13 7:00,chloride (as cl),14.3,mg/l,14.3,44.9867,-73.4456,,F
4246,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-09-28 11:00,chloride (as cl),16.8,mg/l,16.8,44.9867,-73.4456,,F
4247,10-GCHZ-6.6,10,7,Lake Champlain-Richelieu River,2004-11-10 11:00,chloride (as cl),14.9,mg/l,14.9,44.9867,-73.4456,,F
4248,10-GCHZ-6.7,10,7,Lake Champlain-Richelieu River,2018-07-17 14:45,chloride (as cl),24.2,mg/l,24.2,44.98694,-73.44945,,F
4249,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-08-04 0:30,chloride (as cl),15.7,mg/l,15.7,44.95702,-73.6433,,F
4250,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-05-26 10:40,chloride (as cl),15.9,mg/l,15.9,44.95702,-73.6433,,F
4251,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-10-05,chloride (as cl),16.5,mg/l,16.5,44.95702,-73.6433,,F
4252,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-04-14 11:45,chloride (as cl),15.5,mg/l,15.5,44.95702,-73.6433,,F
4253,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-05-04 11:15,chloride (as cl),14.2,mg/l,14.2,44.95702,-73.6433,,F
4254,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-08-25 11:25,chloride (as cl),18.5,mg/l,18.5,44.95702,-73.6433,,F
4255,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-06-15 11:00,chloride (as cl),16.4,mg/l,16.4,44.95702,-73.6433,,F
4256,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-10-26 11:45,chloride (as cl),15.6,mg/l,15.6,44.95702,-73.6433,,F
4257,10-GCHZ_N-0.5,10,7,Lake Champlain-Richelieu River,2009-09-14 11:15,chloride (as cl),17.8,mg/l,17.8,44.95702,-73.6433,,F
4258,10-GRAV-2.2,10,8,Lake Champlain-Richelieu River,2018-07-17 16:00,chloride (as cl),5.9,mg/l,5.9,44.897525,-73.756883,,F
4259,10-GULB-0.1,10,8,Lake Champlain-Richelieu River,2018-07-18 15:00,chloride (as cl),12,mg/l,12,44.256772,-73.79242,,T
4260,10-GULB-0.6,10,8,Lake Champlain-Richelieu River,2018-07-18 15:30,chloride (as cl),7.6,mg/l,7.6,44.25714,-73.78291,,T
4261,10-HALF-0.1,10,7,Lake Champlain-Richelieu River,2019-09-05 13:15,chloride (as cl),60.1,mg/l,60.1,43.41663,-73.4851,,F
4262,10-HALF-0.1,10,7,Lake Champlain-Richelieu River,2019-08-05 13:00,chloride (as cl),52.2,mg/l,52.2,43.41663,-73.4851,,F
4263,10-HALF-0.1,10,7,Lake Champlain-Richelieu River,2019-07-02 13:45,chloride (as cl),53.2,mg/l,53.2,43.41663,-73.4851,,F
4264,10-HALF-0.2,10,7,Lake Champlain-Richelieu River,2019-09-05 13:45,chloride (as cl),74.2,mg/l,74.2,43.41734,-73.4872,,T
4265,10-HALF-0.2,10,7,Lake Champlain-Richelieu River,2019-07-02 14:30,chloride (as cl),52.4,mg/l,52.4,43.41734,-73.4872,,T
4266,10-HALF-0.2,10,7,Lake Champlain-Richelieu River,2019-08-05 13:30,chloride (as cl),72.6,mg/l,72.6,43.41734,-73.4872,,T
4267,10-HALF-0.3,10,7,Lake Champlain-Richelieu River,2019-09-05 14:00,chloride (as cl),75.5,mg/l,75.5,43.41788,-73.4892,,T
4268,10-HALF-0.3,10,7,Lake Champlain-Richelieu River,2019-08-05 14:00,chloride (as cl),73.4,mg/l,73.4,43.41788,-73.4892,,T
4269,10-HALF-0.3,10,7,Lake Champlain-Richelieu River,2019-07-02 15:00,chloride (as cl),53.2,mg/l,53.2,43.41788,-73.4892,,T
4270,10-HALF-1.4,10,7,Lake Champlain-Richelieu River,2019-07-02 16:00,chloride (as cl),53.4,mg/l,53.4,43.42667,-73.49722,,T
4271,10-HALF-1.4,10,7,Lake Champlain-Richelieu River,2019-09-05 14:20,chloride (as cl),146,mg/l,146,43.42667,-73.49722,,T
4272,10-HALF-1.4,10,7,Lake Champlain-Richelieu River,2019-08-05 14:45,chloride (as cl),72.5,mg/l,72.5,43.42667,-73.49722,,T
4273,10-HALF_T1-0.1,10,7,Lake Champlain-Richelieu River,2019-09-05 14:40,chloride (as cl),73.9,mg/l,73.9,43.41706,-73.489,,T
4274,10-HALF_T1-0.1,10,7,Lake Champlain-Richelieu River,2019-07-02 15:30,chloride (as cl),48.7,mg/l,48.7,43.41706,-73.489,,T
4275,10-HALF_T1-0.1,10,7,Lake Champlain-Richelieu River,2019-08-05 14:20,chloride (as cl),99.3,mg/l,99.3,43.41706,-73.489,,T
4276,10-HALF_T2-4.3,10,8,Lake Champlain-Richelieu River,2018-07-19 17:15,chloride (as cl),,mg/l,0.1,43.471629,-73.504537,,F
4277,10-HUDD-0.2,10,8,Lake Champlain-Richelieu River,2018-07-19 14:30,chloride (as cl),28.3,mg/l,28.3,43.53695,-73.66777,,T
4278,10-JONS-0.8,10,8,Lake Champlain-Richelieu River,2018-07-18 17:30,chloride (as cl),,mg/l,0.1,44.18977,-73.79871,,T
4279,10-LCHM_T117-1.0,10,8,Lake Champlain-Richelieu River,2018-07-19 15:15,chloride (as cl),32.5,mg/l,32.5,43.638247,-73.44596,,F
4280,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-09-10 13:00,chloride (as cl),9.88,mg/l,9.88,43.84945,-73.4211,,F
4281,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-09-30 14:00,chloride (as cl),14.8,mg/l,14.8,43.84945,-73.4211,,F
4282,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-11-10 14:00,chloride (as cl),15.1,mg/l,15.1,43.84945,-73.4211,,F
4283,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-05-26 15:00,chloride (as cl),11.9,mg/l,11.9,43.84945,-73.4211,,F
4284,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-04-14 12:00,chloride (as cl),18.6,mg/l,18.6,43.84945,-73.4211,,F
4285,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-07-15 14:00,chloride (as cl),14.1,mg/l,14.1,43.84945,-73.4211,,F
4286,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-08-11 14:00,chloride (as cl),15.2,mg/l,15.2,43.84945,-73.4211,,F
4287,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-10-21 14:00,chloride (as cl),15.8,mg/l,15.8,43.84945,-73.4211,,F
4288,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-06-17 14:00,chloride (as cl),14,mg/l,14,43.84945,-73.4211,,F
4289,10-LCHU-2.0,10,7,Lake Champlain-Richelieu River,2004-05-06 11:00,chloride (as cl),15.3,mg/l,15.3,43.84945,-73.4211,,F
4290,10-LCHZ-2.4,10,7,Lake Champlain-Richelieu River,2018-07-17 16:30,chloride (as cl),22,mg/l,22,44.903335,-73.412067,,F
4291,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-07-13 13:00,chloride (as cl),20.3,mg/l,20.3,44.901944,-73.415555,,F
4292,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-05-27 11:00,chloride (as cl),16.9,mg/l,16.9,44.901944,-73.415555,,F
4293,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-11-10 13:00,chloride (as cl),18.8,mg/l,18.8,44.901944,-73.415555,,F
4294,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-06-15 10:00,chloride (as cl),20,mg/l,20,44.901944,-73.415555,,F
4295,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-04-13 10:00,chloride (as cl),20.9,mg/l,20.9,44.901944,-73.415555,,F
4296,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-08-11 11:00,chloride (as cl),16.3,mg/l,16.3,44.901944,-73.415555,,F
4297,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-05-04 12:00,chloride (as cl),20.3,mg/l,20.3,44.901944,-73.415555,,F
4298,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-10-19 13:00,chloride (as cl),22.2,mg/l,22.2,44.901944,-73.415555,,F
4299,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-09-28 12:00,chloride (as cl),20.8,mg/l,20.8,44.901944,-73.415555,,F
4300,10-LCHZ-2.6,10,7,Lake Champlain-Richelieu River,2004-09-09 12:00,chloride (as cl),23.6,mg/l,23.6,44.901944,-73.415555,,F
4301,10-LGEO_T62-0.2,10,8,Lake Champlain-Richelieu River,2018-07-19 13:00,chloride (as cl),,mg/l,0.1,43.611,-73.628,,T
4302,10-LGLN-0.5,10,7,Lake Champlain-Richelieu River,2018-07-19 18:00,chloride (as cl),85.8,mg/l,85.8,43.377,-73.61569,,T
4303,10-LINC-2.6,10,8,Lake Champlain-Richelieu River,2018-07-18 16:15,chloride (as cl),,mg/l,0.1,44.428261,-73.94434,,F
4304,10-LSAB-23.4,10,8,Lake Champlain-Richelieu River,2018-07-18 12:00,chloride (as cl),,mg/l,0.1,44.494557,-73.64758,,T
4305,10-LSAB-5.7,10,7,Lake Champlain-Richelieu River,2018-07-17 21:00,chloride (as cl),20.7,mg/l,20.7,44.59417,-73.49639,,F
4306,10-LSAR_T10-0.3,10,8,Lake Champlain-Richelieu River,2018-07-18 18:15,chloride (as cl),2.1,mg/l,2.1,44.329961,-74.28817,,T
4307,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-10-06 9:40,chloride (as cl),44,mg/l,44,44.47979,-73.46387,,F
4308,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-04-16 11:15,chloride (as cl),45.8,mg/l,45.8,44.47979,-73.46387,,F
4309,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-08-05 13:15,chloride (as cl),41.5,mg/l,41.5,44.47979,-73.46387,,F
4310,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-05-06 11:15,chloride (as cl),44.9,mg/l,44.9,44.47979,-73.46387,,F
4311,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-10-28 10:00,chloride (as cl),44.9,mg/l,44.9,44.47979,-73.46387,,F
4312,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-06-16 10:15,chloride (as cl),46.8,mg/l,46.8,44.47979,-73.46387,,F
4313,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-09-16 10:15,chloride (as cl),49.5,mg/l,49.5,44.47979,-73.46387,,F
4314,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-07-08 14:10,chloride (as cl),37.2,mg/l,37.2,44.47979,-73.46387,,F
4315,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-05-27 9:00,chloride (as cl),50.3,mg/l,50.3,44.47979,-73.46387,,F
4316,10-MDAU-4.0,10,7,Lake Champlain-Richelieu River,2009-08-26 9:35,chloride (as cl),43.5,mg/l,43.5,44.47979,-73.46387,,F
4317,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-06-16 11:30,chloride (as cl),40.7,mg/l,40.7,43.56222,-73.34694,,F
4318,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-10-21 12:00,chloride (as cl),39.9,mg/l,39.9,43.56222,-73.34694,,F
4319,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-05-06 12:00,chloride (as cl),53.4,mg/l,53.4,43.56222,-73.34694,,F
4320,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-04-14 10:00,chloride (as cl),43.6,mg/l,43.6,43.56222,-73.34694,,F
4321,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-11-10 12:00,chloride (as cl),39.2,mg/l,39.2,43.56222,-73.34694,,F
4322,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-04-21 11:08,chloride (as cl),43.3,mg/l,43.3,43.56222,-73.34694,,F
4323,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-10-27 11:00,chloride (as cl),47.4,mg/l,47.4,43.56222,-73.34694,,F
4324,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-05-12 11:15,chloride (as cl),42.1,mg/l,42.1,43.56222,-73.34694,,F
4325,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-05-26 14:00,chloride (as cl),32.3,mg/l,32.3,43.56222,-73.34694,,F
4326,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-09-30 13:00,chloride (as cl),39.4,mg/l,39.4,43.56222,-73.34694,,F
4327,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-09-10 13:00,chloride (as cl),29.3,mg/l,29.3,43.56222,-73.34694,,F
4328,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-08-04 11:00,chloride (as cl),54.2,mg/l,54.2,43.56222,-73.34694,,F
4329,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-06-17 13:00,chloride (as cl),43.7,mg/l,43.7,43.56222,-73.34694,,F
4330,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-08-11 13:00,chloride (as cl),42.7,mg/l,42.7,43.56222,-73.34694,,F
4331,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2004-07-15 13:00,chloride (as cl),44,mg/l,44,43.56222,-73.34694,,F
4332,10-MDBR-4.1,10,7,Lake Champlain-Richelieu River,2014-09-22 11:00,chloride (as cl),52.2,mg/l,52.2,43.56222,-73.34694,,F
4333,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-09-10 12:00,chloride (as cl),13.1,mg/l,13.1,43.528333,-73.387778,,F
4334,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-07-15 11:00,chloride (as cl),15.8,mg/l,15.8,43.528333,-73.387778,,F
4335,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-11-10 10:00,chloride (as cl),14,mg/l,14,43.528333,-73.387778,,F
4336,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-08-11 11:00,chloride (as cl),14.2,mg/l,14.2,43.528333,-73.387778,,F
4337,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-06-17 12:00,chloride (as cl),13.2,mg/l,13.2,43.528333,-73.387778,,F
4338,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-09-30 11:00,chloride (as cl),13.8,mg/l,13.8,43.528333,-73.387778,,F
4339,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-05-26 12:00,chloride (as cl),9.91,mg/l,9.91,43.528333,-73.387778,,F
4340,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-05-06 12:00,chloride (as cl),12.6,mg/l,12.6,43.528333,-73.387778,,F
4341,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-10-21 11:00,chloride (as cl),16.2,mg/l,16.2,43.528333,-73.387778,,F
4342,10-METT-1.1,10,7,Lake Champlain-Richelieu River,2004-04-14 11:00,chloride (as cl),16.2,mg/l,16.2,43.528333,-73.387778,,F
4343,10-METT-11.1,10,7,Lake Champlain-Richelieu River,2018-07-19 16:15,chloride (as cl),20,mg/l,20,43.45283,-73.32356,,F
4344,10-MKEN-1.4,10,8,Lake Champlain-Richelieu River,2018-07-18 19:30,chloride (as cl),,mg/l,0.1,44.253198,-74.22255,,T
4345,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-10-28 9:30,chloride (as cl),2.2,mg/l,2.2,44.314827,-74.105152,,T
4346,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-04-23 10:00,chloride (as cl),2,mg/l,2,44.314827,-74.105152,,T
4347,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-09-22 9:45,chloride (as cl),2.4,mg/l,2.4,44.314827,-74.105152,,T
4348,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-06-18 15:00,chloride (as cl),2,mg/l,2,44.314827,-74.105152,,T
4349,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-05-13 10:00,chloride (as cl),2,mg/l,2,44.314827,-74.105152,,T
4350,10-MKZI-0.8,10,8,Lake Champlain-Richelieu River,2014-08-06 14:45,chloride (as cl),2,mg/l,2,44.314827,-74.105152,,T
4351,10-NICO-1.0,10,8,Lake Champlain-Richelieu River,2018-07-18 18:30,chloride (as cl),2.5,mg/l,2.5,44.269447,-73.835122,,T
4352,10-NMOW_T1-1.7,10,8,Lake Champlain-Richelieu River,2018-11-01 16:00,chloride (as cl),4.53,mg/l,4.53,44.236531,-73.91316,,F
4353,10-NMOW_T1-1.8,10,8,Lake Champlain-Richelieu River,2018-11-01 15:45,chloride (as cl),0.4,mg/l,0.4,44.237192,-73.912338,,F
4354,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-05-26 13:00,chloride (as cl),6.81,mg/l,6.81,43.56667,-73.26195,,F
4355,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-04-14 9:00,chloride (as cl),13.5,mg/l,13.5,43.56667,-73.26195,,F
4356,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-11-10 11:00,chloride (as cl),14.4,mg/l,14.4,43.56667,-73.26195,,F
4357,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-07-15 12:00,chloride (as cl),17.5,mg/l,17.5,43.56667,-73.26195,,F
4358,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-05-06 13:00,chloride (as cl),10.3,mg/l,10.3,43.56667,-73.26195,,F
4359,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-09-30 12:00,chloride (as cl),11.6,mg/l,11.6,43.56667,-73.26195,,F
4360,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-10-21 11:00,chloride (as cl),16.3,mg/l,16.3,43.56667,-73.26195,,F
4361,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-09-10 12:00,chloride (as cl),8.55,mg/l,8.55,43.56667,-73.26195,,F
4362,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-08-11 11:00,chloride (as cl),13.8,mg/l,13.8,43.56667,-73.26195,,F
4363,10-PTNY-17.8,10,7,Lake Champlain-Richelieu River,2004-06-17 12:00,chloride (as cl),13.6,mg/l,13.6,43.56667,-73.26195,,F
4364,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-06-26 10:00,chloride (as cl),2.2,mg/l,2.2,43.87472,-73.54056,,F
4365,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-05-07 11:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4366,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-06-03 10:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4367,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-10-09 11:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4368,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-07-06 10:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4369,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-09-15 11:00,chloride (as cl),2.2,mg/l,2.2,43.87472,-73.54056,,F
4370,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-08-06 11:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4371,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-04-16 11:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4372,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2018-07-19 12:45,chloride (as cl),4.3,mg/l,4.3,43.87472,-73.54056,,F
4373,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-08-25 10:00,chloride (as cl),6.4,mg/l,6.4,43.87472,-73.54056,,F
4374,10-PUTM-13.2,10,8,Lake Champlain-Richelieu River,2009-10-28 10:00,chloride (as cl),,,1,43.87472,-73.54056,,F
4375,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2016-10-05 11:00,chloride (as cl),13.7,mg/l,13.7,44.99917,-73.34917,,T
4376,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2013-05-06 11:15,chloride (as cl),12.8,mg/l,12.8,44.99917,-73.34917,,T
4377,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2016-06-21 11:00,chloride (as cl),12.2,mg/l,12.2,44.99917,-73.34917,,T
4378,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2004-09-28 9:00,chloride (as cl),13.8,mg/l,13.8,44.99917,-73.34917,,T
4379,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2005-05-11 9:00,chloride (as cl),12.3,mg/l,12.3,44.99917,-73.34917,,T
4380,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2007-09-18 14:00,chloride (as cl),13.4,mg/l,13.4,44.99917,-73.34917,,T
4381,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2006-05-10 11:00,chloride (as cl),14.1,mg/l,14.1,44.99917,-73.34917,,T
4382,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2004-07-13 11:00,chloride (as cl),13.5,mg/l,13.5,44.99917,-73.34917,,T
4383,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2016-04-27 12:00,chloride (as cl),13.7,mg/l,13.7,44.99917,-73.34917,,T
4384,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2001-06-25 13:00,chloride (as cl),12.8,mg/l,12.8,44.99917,-73.34917,,T
4385,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2013-10-07 10:54,chloride (as cl),12.5,mg/l,12.5,44.99917,-73.34917,,T
4386,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2005-07-25 9:00,chloride (as cl),13.8,mg/l,13.8,44.99917,-73.34917,,T
4387,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2002-04-24 12:00,chloride (as cl),12.9,mg/l,12.9,44.99917,-73.34917,,T
4388,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2005-09-14 12:00,chloride (as cl),13.9,mg/l,13.9,44.99917,-73.34917,,T
4389,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2002-05-13 12:00,chloride (as cl),13.3,mg/l,13.3,44.99917,-73.34917,,T
4390,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2013-09-16,chloride (as cl),11.6,mg/l,11.6,44.99917,-73.34917,,T
4391,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2009-07-08 11:50,chloride (as cl),13.3,mg/l,13.3,44.99917,-73.34917,,T
4392,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2002-06-25 10:00,chloride (as cl),11.5,mg/l,11.5,44.99917,-73.34917,,T
4393,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2008-05-13 11:30,chloride (as cl),13.5,mg/l,13.5,44.99917,-73.34917,,T
4394,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2011-06-01 10:00,chloride (as cl),11.3,mg/l,11.3,44.99917,-73.34917,,T
4395,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2004-05-04 10:00,chloride (as cl),15.4,mg/l,15.4,44.99917,-73.34917,,T
4396,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2006-06-21 10:30,chloride (as cl),13.6,mg/l,13.6,44.99917,-73.34917,,T
4397,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2003-04-23 15:00,chloride (as cl),15.3,mg/l,15.3,44.99917,-73.34917,,T
4398,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2012-07-02 11:00,chloride (as cl),11.6,mg/l,11.6,44.99917,-73.34917,,T
4399,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2015-10-07 14:00,chloride (as cl),13,mg/l,13,44.99917,-73.34917,,T
4400,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2014-10-07 9:20,chloride (as cl),17.3,mg/l,17.3,44.99917,-73.34917,,T
4401,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2003-09-15 10:00,chloride (as cl),14.6,mg/l,14.6,44.99917,-73.34917,,T
4402,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2012-04-17 10:30,chloride (as cl),11.8,mg/l,11.8,44.99917,-73.34917,,T
4403,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2002-10-30 10:00,chloride (as cl),14.6,mg/l,14.6,44.99917,-73.34917,,T
4404,10-RICH-1.6,10,7,Lake Champlain-Richelieu River,2014-08-06 10:15,chloride (as cl),11.9,mg/l,11.9,44.99917,-73.34917,,T
