"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_RESULT_VALUE"
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.630781e-07
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",5.15
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","PH",NA,"pH units",6.44
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.016
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"LONG POND",2000-09-07,"2000-09-07 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.945
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.398833e-08
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.81
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","PH",NA,"pH units",7.62
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"LONG POND",2000-09-20,"2000-09-20 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.74
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.019952e-08
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",7.9
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","PH",NA,"pH units",7.52
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.011
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",12
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"LONG POND",2000-10-25,"2000-10-25 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.659587e-08
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",6.3
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","PH",NA,"pH units",7.78
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0107
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22.22222
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"LONG POND",2001-07-18,"2001-07-18 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.5
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,5.888437e-07
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.72
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","PH",NA,"pH units",6.23
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00832
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",44
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"LONG POND",2001-08-06,"2001-08-06 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.75
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.511886e-07
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.37
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","PH",NA,"pH units",6.6
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00823
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25.55556
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"LONG POND",2001-08-15,"2001-08-15 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.573171
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.912509e-08
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.24
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","PH",NA,"pH units",7.05
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.00812
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",45
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","TEMPERATURE",NA,"deg C",20
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"LONG POND",2001-08-28,"2001-08-28 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.04878
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.981072e-08
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.9501
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","PH",NA,"pH units",7.4
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01093
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",48
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","TEMPERATURE",NA,"deg C",10
"LONG POND",2001-10-25,"2001-10-25 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",7
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Depth Profile","PH",NA,"pH units",7.29
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",40.4
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","ALKALINITY, TOTAL (AS CACO3)","TOTAL","mg/L",13.2
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","CALCIUM","TOTAL","mg/L",3.6
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","CHLORIDE","TOTAL","mg/L",0.94
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","MAGNESIUM","TOTAL","ug/L",671
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","NITROGEN, KJELDAHL, TOTAL","TOTAL","mg/L",0.1
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","POTASSIUM","TOTAL","ug/L",247
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","SODIUM","TOTAL","ug/L",754
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Open Water","SULFATE (AS SO4)","TOTAL","mg/L",5
"LONG POND",2002-08-19,"2002-08-19 12:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0163
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.1523
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0158
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.456542e-08
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","CALCIUM","TOTAL","mg/L",5.2
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",1.8
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0105
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.1876
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","PH",NA,"pH units",7.19
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0079
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",40.4
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24.4
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",22
"LONG POND",2003-07-30,"2003-07-30 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",5.7
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.2424
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0122
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.365158e-08
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",2.5
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0128
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.18
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","PH",NA,"pH units",7.36
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0079
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",39.9
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","TEMPERATURE",NA,"deg C",24.4
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",1.5
"LONG POND",2003-08-14,"2003-08-14 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.725
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.16
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.28
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0908
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,8.317638e-08
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.7
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0126
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.0695
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","PH",NA,"pH units",7.08
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0083
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42.5
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","TEMPERATURE",NA,"deg C",21.7
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",16
"LONG POND",2003-09-01,"2003-09-01 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.33
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.024
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0274
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.7882
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0152
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.174898e-07
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.7
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","PH",NA,"pH units",6.93
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0086
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",51.3
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22.2
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",8
"LONG POND",2003-09-09,"2003-09-09 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",4.25
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0142
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.2318
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0408
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,7.24436e-08
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",7
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.0247
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.1383
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","PH",NA,"pH units",7.14
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0083
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",41.5
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","TEMPERATURE",NA,"deg C",19.4
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"LONG POND",2003-09-24,"2003-09-24 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.875
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.0147
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","NITROGEN, TOTAL","TOTAL","mg/L",0.1082
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Bottom Sample","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0132
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,3.548134e-08
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",10.7
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, AMMONIA (AS N)","TOTAL","mg/L",0.005
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","NITROGEN, TOTAL","TOTAL","mg/L",0.0836
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","PH",NA,"pH units",7.45
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0122
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43.2
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","TEMPERATURE",NA,"deg C",14
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",14
"LONG POND",2003-10-08,"2003-10-08 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.25
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","ALKALINITY, TOTAL (AS CACO3)","TOTAL","mg/L",10.8
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","CALCIUM","TOTAL","mg/L",4.36
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","CARBON, TOTAL ORGANIC","TOTAL","mg/L",2.7
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",7.4
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","IRON","TOTAL","ug/L",127
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","MAGNESIUM","TOTAL","ug/L",846
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","MANGANESE","TOTAL","ug/L",138
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","NITROGEN, KJELDAHL, TOTAL","TOTAL","mg/L",0.29
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.005
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","PHOSPHORUS, DISSOLVED","DISSOLVED","mg/L",0.0486
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.0133
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","POTASSIUM","TOTAL","ug/L",371
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","SILICA","TOTAL","mg/L",2.36
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","SODIUM","TOTAL","ug/L",1070
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","SULFATE (AS SO4)","TOTAL","mg/L",3.4
"LONG POND",2011-10-05,"2011-10-05 12:00:00","Open Water","TRUE COLOR","TOTAL","color units",12
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.570882e-08
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",0.98
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","PH",NA,"pH units",7.34
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.008
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",7
"SHAVER POND",1994-06-27,"1994-06-27 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2.14
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,2.511886e-08
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.65
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","PH",NA,"pH units",7.6
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.01
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",43
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"SHAVER POND",1994-07-20,"1994-07-20 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.125
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,6.16595e-08
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",6.48
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","PH",NA,"pH units",7.21
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.009
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","TEMPERATURE",NA,"deg C",25
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",4
"SHAVER POND",1994-07-27,"1994-07-27 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",2
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,1.047129e-07
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",3.56
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","PH",NA,"pH units",6.98
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","PHOSPHORUS, TOTAL","TOTAL","mg/L",0.007
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","SPECIFIC CONDUCTANCE",NA,"uS/cm",42
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","TEMPERATURE",NA,"deg C",22
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Open Water","TRUE COLOR","TOTAL","color units",6
"SHAVER POND",1994-08-08,"1994-08-08 00:00:00","Secchi Depth","DEPTH, SECCHI DISK DEPTH",NA,"m",3.125
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","ACIDITY, HYDROGEN ION (H+)",NA,NA,4.365158e-08
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","CHLOROPHYLL A","TOTAL","ug/L",14.4
"SHAVER POND",1994-08-23,"1994-08-23 00:00:00","Open Water","NITROGEN, NITRATE-NITRITE","TOTAL","mg/L",0.01
