"LAKE_WATERBODY_NAME","SAMPLE_DATE","SAMPLE_TIME","INFORMATION_TYPE","CHARACTERISTIC_NAME","RSLT_RESULT_SAMPLE_FRACTION","RSLT_RESULT_UNIT","RSLT_PROFILE_DEPTH","RSLT_RESULT_VALUE","HS_HAB_STATUS","HS_HAB_STATUS_DATE","HS_HAB_STATUS_REMARK"
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,2.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,1.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,2.87,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,6.21,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,6.76,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,4.39,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3,8.15,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8.06,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,9.12,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,7.17,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8.25,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,10.16,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8.35,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8.37,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,9.41,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3,8.73,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,110.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,97.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,87.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,100.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,110.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,101.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,94.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,112.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,106,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3,91.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,195,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,288,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,203,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,304,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,220,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,163,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,220,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,188,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,257,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3,206,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PH",NA,"pH units",3,7.37,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","PH",NA,"pH units",3,7.71,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PH",NA,"pH units",3,7.72,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PH",NA,"pH units",3,7.91,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PH",NA,"pH units",3,7.71,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PH",NA,"pH units",3,7.64,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PH",NA,"pH units",3,7.97,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PH",NA,"pH units",3,7.94,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,3203,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,5337,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,523,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,903,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,431,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,3756,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,4067,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,831,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,2779,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3,4437,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,139.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,162.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,174.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,200.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,208.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,236.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,137.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,145.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,115.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3,131,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22.55,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","TEMPERATURE",NA,"deg C",3,23.15,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22.92,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22.85,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","TEMPERATURE",NA,"deg C",3,17.28,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22.89,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","TEMPERATURE",NA,"deg C",3,19.03,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","TEMPERATURE",NA,"deg C",3,22.81,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","TEMPERATURE",NA,"deg C",3,19.34,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3.1,4.34,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3.1,9.13,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3.1,109.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3.1,245,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PH",NA,"pH units",3.1,7.79,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3.1,773,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3.1,125.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","TEMPERATURE",NA,"deg C",3.1,21.86,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",3.5,3.51,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",3.5,9.08,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",3.5,96.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",3.5,168,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PH",NA,"pH units",3.5,7.77,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",3.5,483,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",3.5,233.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","TEMPERATURE",NA,"deg C",3.5,16.42,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,12.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,2.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,6.99,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,2.78,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,4.37,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,4.16,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,5.73,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,6.19,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,6.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","CHLOROPHYLL A (PROBE)",NA,"ug/L",4,5.23,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.08,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.66,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,6.58,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,7.01,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,7.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.23,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,9.19,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.19,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.04,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,9.47,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN",NA,"mg/L",4,8.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,91.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,103.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,79,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,84.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,89.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,86.8,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,108.4,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,99.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,90.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,111.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","DISSOLVED OXYGEN SATURATION",NA,"percent",4,104.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,196,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,294,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,215,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,307,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,231,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,173,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,244,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,223,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,192,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,255,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","OXIDATION REDUCTION POTENTIAL (ORP)",NA,"mV",4,206,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PH",NA,"pH units",4,7.36,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","PH",NA,"pH units",4,7.35,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PH",NA,"pH units",4,7.39,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PH",NA,"pH units",4,7.62,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PH",NA,"pH units",4,7.63,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PH",NA,"pH units",4,7.51,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PH",NA,"pH units",4,7.9,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,1132,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,1308,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,609,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,632,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,468,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,694,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,3252,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,4319,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,1091,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,2620,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","PHYCOCYANIN",NA,"ug/L",4,4383,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:20:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,140.2,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,158,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,179.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,185.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,218.6,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 11:45:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,233.5,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:15:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,120,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 11:00:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,137.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-09-12,"2017-09-12 10:55:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,147.7,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 09:38:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,114.3,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 10:30:00","Depth Profile","SPECIFIC CONDUCTANCE",NA,"uS/cm",4,131.1,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-06-14,"2017-06-14 10:10:00","Depth Profile","TEMPERATURE",NA,"deg C",4,21.95,NA,NA,NA
"ALLEGHENY RESERVOIR",2017-08-08,"2017-08-08 09:50:00","Depth Profile","TEMPERATURE",NA,"deg C",4,23.01,NA,NA,NA
